TimeStep,Time,"Points:0","Points:1","Points:2","U:0","U:1","U:2","p"
0,0.05,0.75,0.05,0,-0.0024374,7.5198e-05,0,0.018865
0,0.05,0.8,0.05,0,-0.0025097,6.0687e-05,0,0.021181
0,0.05,0.85,0.05,0,-0.0025663,4.584e-05,0,0.023559
0,0.05,0.9,0.05,0,-0.002607,3.0741e-05,0,0.025983
0,0.05,0.95,0.05,0,-0.0026316,1.5473e-05,0,0.028439
0,0.05,1,0.05,0,-0.0026399,1.2032e-07,0,0.03091
0,0.05,1.05,0.05,0,-0.0026319,-1.5236e-05,0,0.033382
0,0.05,1.1,0.05,0,-0.0026075,-3.0512e-05,0,0.035839
0,0.05,1.15,0.05,0,-0.002567,-4.5625e-05,0,0.038265
0,0.05,1.2,0.05,0,-0.0025106,-6.0492e-05,0,0.040645
0,0.05,1.25,0.05,0,-0.0024386,-7.5028e-05,0,0.042964
0,0.05,1.3,0.05,0,-0.0023513,-8.9148e-05,0,0.045207
0,0.05,1.35,0.05,0,-0.0022492,-0.00010277,0,0.04736
0,0.05,1.4,0.05,0,-0.002133,-0.0001158,0,0.049408
0,0.05,1.45,0.05,0,-0.0020032,-0.00012816,0,0.051339
0,0.05,1.5,0.05,0,-0.0018607,-0.00013977,0,0.053141
0,0.05,1.55,0.05,0,-0.0017063,-0.00015054,0,0.054801
0,0.05,1.6,0.05,0,-0.001541,-0.00016039,0,0.056308
0,0.05,1.65,0.05,0,-0.0013656,-0.00016926,0,0.057653
0,0.05,1.7,0.05,0,-0.0011814,-0.00017706,0,0.058826
0,0.05,1.75,0.05,0,-0.0009895,-0.00018374,0,0.05982
0,0.05,1.8,0.05,0,-0.0007911,-0.00018924,0,0.060628
0,0.05,1.85,0.05,0,-0.00058738,-0.00019347,0,0.061245
0,0.05,1.9,0.05,0,-0.0003794,-0.00019527,0,0.061666
0,0.05,1.95,0.05,0,-0.00017945,-0.00017862,0,0.061881
0,0.05,2,0.05,0,0,0,0,0.061936
0,0.05,0,0.1,0,0,0,0,-0.00026821
0,0.05,0.05,0.1,0,-0.00019923,0.0003797,0,-0.00021384
0,0.05,0.1,0.1,0,-0.00042039,0.00041427,0,1.842e-06
0,0.05,0.15,0.1,0,-0.00065006,0.00041051,0,0.00042398
0,0.05,0.2,0.1,0,-0.00087503,0.00040159,0,0.0010428
0,0.05,0.25,0.1,0,-0.0010941,0.00038995,0,0.0018535
0,0.05,0.3,0.1,0,-0.0013061,0.00037581,0,0.002851
0,0.05,0.35,0.1,0,-0.0015096,0.00035929,0,0.0040284
0,0.05,0.4,0.1,0,-0.0017032,0.00034052,0,0.0053782
0,0.05,0.45,0.1,0,-0.0018859,0.00031965,0,0.0068913
0,0.05,0.5,0.1,0,-0.0020565,0.00029684,0,0.0085578
0,0.05,0.55,0.1,0,-0.0022139,0.00027225,0,0.010367
0,0.05,0.6,0.1,0,-0.0023573,0.00024606,0,0.012307
0,0.05,0.65,0.1,0,-0.0024858,0.00021845,0,0.014365
0,0.05,0.7,0.1,0,-0.0025986,0.00018959,0,0.016529
0,0.05,0.75,0.1,0,-0.0026952,0.00015966,0,0.018783
0,0.05,0.8,0.1,0,-0.002775,0.00012884,0,0.021115
0,0.05,0.85,0.1,0,-0.0028375,9.7316e-05,0,0.023508
0,0.05,0.9,0.1,0,-0.0028824,6.5257e-05,0,0.025949
0,0.05,0.95,0.1,0,-0.0029096,3.2842e-05,0,0.028421
0,0.05,1,0.1,0,-0.0029187,2.463e-07,0,0.03091
0,0.05,1.05,0.1,0,-0.0029098,-3.2356e-05,0,0.033399
0,0.05,1.1,0.1,0,-0.002883,-6.4788e-05,0,0.035872
0,0.05,1.15,0.1,0,-0.0028383,-9.6876e-05,0,0.038315
0,0.05,1.2,0.1,0,-0.0027759,-0.00012844,0,0.040711
0,0.05,1.25,0.1,0,-0.0026964,-0.00015931,0,0.043046
0,0.05,1.3,0.1,0,-0.0026,-0.0001893,0,0.045304
0,0.05,1.35,0.1,0,-0.0024873,-0.00021822,0,0.047472
0,0.05,1.4,0.1,0,-0.0023589,-0.00024591,0,0.049534
0,0.05,1.45,0.1,0,-0.0022156,-0.00027217,0,0.051479
0,0.05,1.5,0.1,0,-0.0020582,-0.00029684,0,0.053293
0,0.05,1.55,0.1,0,-0.0018876,-0.00031973,0,0.054965
0,0.05,1.6,0.1,0,-0.0017048,-0.00034067,0,0.056482
0,0.05,1.65,0.1,0,-0.0015111,-0.00035952,0,0.057837
0,0.05,1.7,0.1,0,-0.0013075,-0.00037611,0,0.059018
0,0.05,1.75,0.1,0,-0.0010953,-0.00039031,0,0.06002
0,0.05,1.8,0.1,0,-0.00087598,-0.000402,0,0.060834
0,0.05,1.85,0.1,0,-0.00065077,-0.00041096,0,0.061455
0,0.05,1.9,0.1,0,-0.00042086,-0.00041477,0,0.061879
0,0.05,1.95,0.1,0,-0.00019944,-0.00038017,0,0.062096
0,0.05,2,0.1,0,0,0,0,0.062151
0,0.05,0,0.15,0,0,0,0,-0.00069031
0,0.05,0.05,0.15,0,-0.00020342,0.00059395,0,-0.00063542
0,0.05,0.1,0.15,0,-0.00042931,0.00064723,0,-0.00041695
0,0.05,0.15,0.15,0,-0.00066383,0.00064129,0,1.1117e-05
0,0.05,0.2,0.15,0,-0.00089351,0.00062736,0,0.00063859
0,0.05,0.25,0.15,0,-0.0011172,0.00060915,0,0.0014607
0,0.05,0.3,0.15,0,-0.0013335,0.00058703,0,0.002472
0,0.05,0.35,0.15,0,-0.0015411,0.00056118,0,0.0036659
0,0.05,0.4,0.15,0,-0.0017387,0.00053183,0,0.0050343
0,0.05,0.45,0.15,0,-0.001925,0.00049919,0,0.0065682
0,0.05,0.5,0.15,0,-0.002099,0.00046353,0,0.0082576
0,0.05,0.55,0.15,0,-0.0022595,0.00042511,0,0.010091
0,0.05,0.6,0.15,0,-0.0024057,0.00038418,0,0.012058
0,0.05,0.65,0.15,0,-0.0025366,0.00034104,0,0.014144
0,0.05,0.7,0.15,0,-0.0026516,0.00029596,0,0.016336
0,0.05,0.75,0.15,0,-0.0027499,0.00024923,0,0.018621
0,0.05,0.8,0.15,0,-0.0028312,0.00020111,0,0.020984
0,0.05,0.85,0.15,0,-0.0028949,0.00015189,0,0.023409
0,0.05,0.9,0.15,0,-0.0029407,0.00010185,0,0.025882
0,0.05,0.95,0.15,0,-0.0029683,5.1256e-05,0,0.028388
0,0.05,1,0.15,0,-0.0029776,3.8013e-07,0,0.030909
0,0.05,1.05,0.15,0,-0.0029685,-5.0505e-05,0,0.033431
0,0.05,1.1,0.15,0,-0.0029412,-0.00010113,0,0.035937
0,0.05,1.15,0.15,0,-0.0028957,-0.00015122,0,0.038412
0,0.05,1.2,0.15,0,-0.0028322,-0.00020049,0,0.04084
0,0.05,1.25,0.15,0,-0.0027512,-0.00024869,0,0.043206
0,0.05,1.3,0.15,0,-0.002653,-0.00029551,0,0.045495
0,0.05,1.35,0.15,0,-0.0025381,-0.00034069,0,0.047692
0,0.05,1.4,0.15,0,-0.0024073,-0.00038394,0,0.049783
0,0.05,1.45,0.15,0,-0.0022612,-0.00042498,0,0.051754
0,0.05,1.5,0.15,0,-0.0021007,-0.00046353,0,0.053593
0,0.05,1.55,0.15,0,-0.0019268,-0.00049931,0,0.055288
0,0.05,1.6,0.15,0,-0.0017404,-0.00053207,0,0.056827
0,0.05,1.65,0.15,0,-0.0015427,-0.00056154,0,0.0582
0,0.05,1.7,0.15,0,-0.0013349,-0.00058749,0,0.059398
0,0.05,1.75,0.15,0,-0.0011184,-0.00060971,0,0.060413
0,0.05,1.8,0.15,0,-0.00089452,-0.00062799,0,0.061239
0,0.05,1.85,0.15,0,-0.0006646,-0.000642,0,0.061869
0,0.05,1.9,0.15,0,-0.00042981,-0.00064798,0,0.062299
0,0.05,1.95,0.15,0,-0.00020367,-0.00059466,0,0.062519
0,0.05,2,0.15,0,0,0,0,0.062574
0,0.05,0,0.2,0,0,0,0,-0.0013165
0,0.05,0.05,0.2,0,-0.00020782,0.00081164,0,-0.0012605
0,0.05,0.1,0.2,0,-0.00043864,0.00088394,0,-0.0010377
0,0.05,0.15,0.2,0,-0.00067827,0.00087575,0,-0.00060083
0,0.05,0.2,0.2,0,-0.00091291,0.00085667,0,3.9533e-05
0,0.05,0.25,0.2,0,-0.0011413,0.00083175,0,0.00087849
0,0.05,0.3,0.2,0,-0.0013622,0.00080148,0,0.0019105
0,0.05,0.35,0.2,0,-0.0015742,0.00076612,0,0.0031286
0,0.05,0.4,0.2,0,-0.0017759,0.00072597,0,0.0045248
0,0.05,0.45,0.2,0,-0.001966,0.00068135,0,0.0060896
0,0.05,0.5,0.2,0,-0.0021434,0.00063261,0,0.0078129
0,0.05,0.55,0.2,0,-0.002307,0.0005801,0,0.0096832
0,0.05,0.6,0.2,0,-0.002456,0.0005242,0,0.011689
0,0.05,0.65,0.2,0,-0.0025894,0.0004653,0,0.013816
0,0.05,0.7,0.2,0,-0.0027066,0.00040376,0,0.016051
0,0.05,0.75,0.2,0,-0.0028068,0.00033997,0,0.018381
0,0.05,0.8,0.2,0,-0.0028895,0.00027432,0,0.02079
0,0.05,0.85,0.2,0,-0.0029543,0.00020717,0,0.023263
0,0.05,0.9,0.2,0,-0.0030009,0.00013891,0,0.025784
0,0.05,0.95,0.2,0,-0.0030291,6.9908e-05,0,0.028337
0,0.05,1,0.2,0,-0.0030385,5.227e-07,0,0.030908
0,0.05,1.05,0.2,0,-0.0030293,-6.8875e-05,0,0.033478
0,0.05,1.1,0.2,0,-0.0030015,-0.00013792,0,0.036033
0,0.05,1.15,0.2,0,-0.0029552,-0.00020624,0,0.038557
0,0.05,1.2,0.2,0,-0.0028906,-0.00027347,0,0.041032
0,0.05,1.25,0.2,0,-0.0028081,-0.00033923,0,0.043445
0,0.05,1.3,0.2,0,-0.0027081,-0.00040314,0,0.045778
0,0.05,1.35,0.2,0,-0.0025911,-0.00046481,0,0.048019
0,0.05,1.4,0.2,0,-0.0024578,-0.00052388,0,0.050151
0,0.05,1.45,0.2,0,-0.0023089,-0.00057993,0,0.052162
0,0.05,1.5,0.2,0,-0.0021453,-0.00063261,0,0.054037
0,0.05,1.55,0.2,0,-0.0019678,-0.00068152,0,0.055766
0,0.05,1.6,0.2,0,-0.0017777,-0.0007263,0,0.057336
0,0.05,1.65,0.2,0,-0.0015759,-0.00076661,0,0.058738
0,0.05,1.7,0.2,0,-0.0013638,-0.00080211,0,0.059961
0,0.05,1.75,0.2,0,-0.0011427,-0.00083252,0,0.060997
0,0.05,1.8,0.2,0,-0.000914,-0.00085755,0,0.061839
0,0.05,1.85,0.2,0,-0.0006791,-0.00087672,0,0.062482
0,0.05,1.9,0.2,0,-0.00043919,-0.00088497,0,0.062921
0,0.05,1.95,0.2,0,-0.0002081,-0.00081261,0,0.063145
0,0.05,2,0.2,0,0,0,0,0.063202
0,0.05,0,0.25,0,0,0,0,-0.0021502
0,0.05,0.05,0.25,0,-0.00021357,0.0010346,0,-0.0020928
0,0.05,0.1,0.25,0,-0.00045078,0.0011264,0,-0.001864
0,0.05,0.15,0.25,0,-0.00069702,0.0011158,0,-0.0014154
0,0.05,0.2,0.25,0,-0.00093809,0.0010914,0,-0.00075781
0,0.05,0.25,0.25,0,-0.0011727,0.0010596,0,0.00010364
0,0.05,0.3,0.25,0,-0.0013996,0.0010209,0,0.0011632
0,0.05,0.35,0.25,0,-0.0016171,0.00097573,0,0.0024137
0,0.05,0.4,0.25,0,-0.001824,0.00092447,0,0.0038468
0,0.05,0.45,0.25,0,-0.002019,0.00086753,0,0.0054529
0,0.05,0.5,0.25,0,-0.0022009,0.00080536,0,0.0072213
0,0.05,0.55,0.25,0,-0.0023686,0.00073841,0,0.0091404
0,0.05,0.6,0.25,0,-0.0025212,0.00066716,0,0.011198
0,0.05,0.65,0.25,0,-0.0026578,0.00059211,0,0.01338
0,0.05,0.7,0.25,0,-0.0027777,0.00051374,0,0.015673
0,0.05,0.75,0.25,0,-0.0028802,0.00043253,0,0.018062
0,0.05,0.8,0.25,0,-0.0029649,0.00034898,0,0.020532
0,0.05,0.85,0.25,0,-0.0030312,0.00026354,0,0.023067
0,0.05,0.9,0.25,0,-0.0030788,0.00017671,0,0.025652
0,0.05,0.95,0.25,0,-0.0031076,8.893e-05,0,0.028271
0,0.05,1,0.25,0,-0.0031173,6.775e-07,0,0.030906
0,0.05,1.05,0.25,0,-0.0031079,-8.7591e-05,0,0.033542
0,0.05,1.1,0.25,0,-0.0030795,-0.00017541,0,0.036161
0,0.05,1.15,0.25,0,-0.0030321,-0.00026233,0,0.038748
0,0.05,1.2,0.25,0,-0.0029661,-0.00034787,0,0.041287
0,0.05,1.25,0.25,0,-0.0028817,-0.00043157,0,0.043761
0,0.05,1.3,0.25,0,-0.0027794,-0.00051293,0,0.046155
0,0.05,1.35,0.25,0,-0.0026597,-0.00059148,0,0.048453
0,0.05,1.4,0.25,0,-0.0025232,-0.00066673,0,0.05064
0,0.05,1.45,0.25,0,-0.0023707,-0.00073819,0,0.052703
0,0.05,1.5,0.25,0,-0.002203,-0.00080535,0,0.054628
0,0.05,1.55,0.25,0,-0.0020211,-0.00086775,0,0.056403
0,0.05,1.6,0.25,0,-0.001826,-0.0009249,0,0.058015
0,0.05,1.65,0.25,0,-0.001619,-0.00097637,0,0.059453
0,0.05,1.7,0.25,0,-0.0014012,-0.0010217,0,0.060709
0,0.05,1.75,0.25,0,-0.0011742,-0.0010606,0,0.061773
0,0.05,1.8,0.25,0,-0.0009393,-0.0010926,0,0.062639
0,0.05,1.85,0.25,0,-0.00069795,-0.0011171,0,0.063299
0,0.05,1.9,0.25,0,-0.00045139,-0.0011277,0,0.06375
0,0.05,1.95,0.25,0,-0.00021388,-0.0010358,0,0.06398
0,0.05,2,0.25,0,0,0,0,0.064038
0,0.05,0,0.3,0,0,0,0,-0.0031971
0,0.05,0.05,0.3,0,-0.00022077,0.0012643,0,-0.0031378
0,0.05,0.1,0.3,0,-0.00046596,0.0013762,0,-0.0029015
0,0.05,0.15,0.3,0,-0.00072045,0.0013632,0,-0.0024381
0,0.05,0.2,0.3,0,-0.00096954,0.0013333,0,-0.0017588
0,0.05,0.25,0.3,0,-0.0012119,0.0012942,0,-0.00086902
0,0.05,0.3,0.3,0,-0.0014461,0.0012468,0,0.00022527
0,0.05,0.35,0.3,0,-0.0016706,0.0011914,0,0.0015166
0,0.05,0.4,0.3,0,-0.0018841,0.0011287,0,0.0029962
0,0.05,0.45,0.3,0,-0.0020851,0.001059,0,0.0046541
0,0.05,0.5,0.3,0,-0.0022725,0.00098288,0,0.0064793
0,0.05,0.55,0.3,0,-0.0024453,0.00090101,0,0.0084597
0,0.05,0.6,0.3,0,-0.0026023,0.00081393,0,0.010582
0,0.05,0.65,0.3,0,-0.0027429,0.00072225,0,0.012833
0,0.05,0.7,0.3,0,-0.0028662,0.00062656,0,0.015198
0,0.05,0.75,0.3,0,-0.0029716,0.00052745,0,0.017662
0,0.05,0.8,0.3,0,-0.0030585,0.00042551,0,0.020209
0,0.05,0.85,0.3,0,-0.0031267,0.00032132,0,0.022823
0,0.05,0.9,0.3,0,-0.0031756,0.00021544,0,0.025488
0,0.05,0.95,0.3,0,-0.0032051,0.00010843,0,0.028187
0,0.05,1,0.3,0,-0.0032151,8.4832e-07,0,0.030904
0,0.05,1.05,0.3,0,-0.0032055,-0.00010675,0,0.033621
0,0.05,1.1,0.3,0,-0.0031763,-0.00021382,0,0.036321
0,0.05,1.15,0.3,0,-0.0031277,-0.0003198,0,0.038989
0,0.05,1.2,0.3,0,-0.0030599,-0.00042413,0,0.041606
0,0.05,1.25,0.3,0,-0.0029732,-0.00052624,0,0.044158
0,0.05,1.3,0.3,0,-0.002868,-0.00062555,0,0.046626
0,0.05,1.35,0.3,0,-0.002745,-0.00072146,0,0.048997
0,0.05,1.4,0.3,0,-0.0026046,-0.00081339,0,0.051254
0,0.05,1.45,0.3,0,-0.0024476,-0.00090073,0,0.053383
0,0.05,1.5,0.3,0,-0.0022749,-0.00098287,0,0.05537
0,0.05,1.55,0.3,0,-0.0020874,-0.0010592,0,0.057202
0,0.05,1.6,0.3,0,-0.0018863,-0.0011292,0,0.058866
0,0.05,1.65,0.3,0,-0.0016727,-0.0011922,0,0.060352
0,0.05,1.7,0.3,0,-0.001448,-0.0012478,0,0.061649
0,0.05,1.75,0.3,0,-0.0012135,-0.0012954,0,0.062748
0,0.05,1.8,0.3,0,-0.00097089,-0.0013347,0,0.063642
0,0.05,1.85,0.3,0,-0.00072149,-0.0013648,0,0.064325
0,0.05,1.9,0.3,0,-0.00046665,-0.0013779,0,0.064791
0,0.05,1.95,0.3,0,-0.00022111,-0.0012659,0,0.065028
0,0.05,2,0.3,0,0,0,0,0.065088
0,0.05,0,0.35,0,0,0,0,-0.0044643
0,0.05,0.05,0.35,0,-0.00022948,0.0015025,0,-0.0044027
0,0.05,0.1,0.35,0,-0.00048432,0.0016352,0,-0.0041572
0,0.05,0.15,0.35,0,-0.00074878,0.0016196,0,-0.0036757
0,0.05,0.2,0.35,0,-0.0010075,0.0015838,0,-0.0029701
0,0.05,0.25,0.35,0,-0.0012592,0.0015372,0,-0.0020459
0,0.05,0.3,0.35,0,-0.0015023,0.0014806,0,-0.00090941
0,0.05,0.35,0.35,0,-0.0017352,0.0014146,0,0.00043146
0,0.05,0.4,0.35,0,-0.0019565,0.0013398,0,0.0019675
0,0.05,0.45,0.35,0,-0.0021648,0.0012567,0,0.0036883
0,0.05,0.5,0.35,0,-0.0023588,0.0011662,0,0.0055823
0,0.05,0.55,0.35,0,-0.0025376,0.0010688,0,0.0076369
0,0.05,0.6,0.35,0,-0.0027,0.00096531,0,0.0098385
0,0.05,0.65,0.35,0,-0.0028452,0.0008564,0,0.012173
0,0.05,0.7,0.35,0,-0.0029725,0.0007428,0,0.014625
0,0.05,0.75,0.35,0,-0.0030813,0.0006252,0,0.017179
0,0.05,0.8,0.35,0,-0.003171,0.0005043,0,0.019819
0,0.05,0.85,0.35,0,-0.0032413,0.00038078,0,0.022528
0,0.05,0.9,0.35,0,-0.0032917,0.00025529,0,0.025289
0,0.05,0.95,0.35,0,-0.0033222,0.0001285,0,0.028086
0,0.05,1,0.35,0,-0.0033325,1.0394e-06,0,0.030901
0,0.05,1.05,0.35,0,-0.0033226,-0.00012645,0,0.033716
0,0.05,1.1,0.35,0,-0.0032925,-0.00025331,0,0.036515
0,0.05,1.15,0.35,0,-0.0032424,-0.00037892,0,0.039279
0,0.05,1.2,0.35,0,-0.0031725,-0.00050261,0,0.041992
0,0.05,1.25,0.35,0,-0.0030831,-0.00062371,0,0.044637
0,0.05,1.3,0.35,0,-0.0029746,-0.00074155,0,0.047196
0,0.05,1.35,0.35,0,-0.0028475,-0.00085543,0,0.049654
0,0.05,1.4,0.35,0,-0.0027025,-0.00096464,0,0.051995
0,0.05,1.45,0.35,0,-0.0025402,-0.0010685,0,0.054204
0,0.05,1.5,0.35,0,-0.0023615,-0.0011662,0,0.056266
0,0.05,1.55,0.35,0,-0.0021674,-0.0012571,0,0.058167
0,0.05,1.6,0.35,0,-0.001959,-0.0013404,0,0.059895
0,0.05,1.65,0.35,0,-0.0017376,-0.0014156,0,0.061438
0,0.05,1.7,0.35,0,-0.0015045,-0.0014818,0,0.062785
0,0.05,1.75,0.35,0,-0.0012611,-0.0015387,0,0.063928
0,0.05,1.8,0.35,0,-0.0010091,-0.0015855,0,0.064857
0,0.05,1.85,0.35,0,-0.00074996,-0.0016215,0,0.065566
0,0.05,1.9,0.35,0,-0.0004851,-0.0016372,0,0.06605
0,0.05,1.95,0.35,0,-0.00022986,-0.0015045,0,0.066297
0,0.05,2,0.35,0,0,0,0,0.066359
0,0.05,0,0.4,0,0,0,0,-0.0059603
0,0.05,0.05,0.4,0,-0.00023979,0.0017507,0,-0.005896
0,0.05,0.1,0.4,0,-0.00050604,0.001905,0,-0.0056396
0,0.05,0.15,0.4,0,-0.00078228,0.0018866,0,-0.0051367
0,0.05,0.2,0.4,0,-0.0010525,0.0018447,0,-0.0043998
0,0.05,0.25,0.4,0,-0.0013151,0.0017901,0,-0.0034347
0,0.05,0.3,0.4,0,-0.0015687,0.0017238,0,-0.0022482
0,0.05,0.35,0.4,0,-0.0018115,0.0016466,0,-0.00084859
0,0.05,0.4,0.4,0,-0.0020419,0.0015591,0,0.00075434
0,0.05,0.45,0.4,0,-0.0022587,0.0014621,0,0.0025496
0,0.05,0.5,0.4,0,-0.0024605,0.0013563,0,0.004525
0,0.05,0.55,0.4,0,-0.0026462,0.0012427,0,0.0066672
0,0.05,0.6,0.4,0,-0.0028148,0.0011221,0,0.0089622
0,0.05,0.65,0.4,0,-0.0029654,0.00099525,0,0.011395
0,0.05,0.7,0.4,0,-0.0030974,0.00086303,0,0.013949
0,0.05,0.75,0.4,0,-0.0032101,0.00072626,0,0.01661
0,0.05,0.8,0.4,0,-0.003303,0.00058573,0,0.019359
0,0.05,0.85,0.4,0,-0.0033757,0.00044221,0,0.02218
0,0.05,0.9,0.4,0,-0.0034279,0.00029646,0,0.025055
0,0.05,0.95,0.4,0,-0.0034594,0.00014924,0,0.027967
0,0.05,1,0.4,0,-0.00347,1.2552e-06,0,0.030898
0,0.05,1.05,0.4,0,-0.0034598,-0.00014676,0,0.033829
0,0.05,1.1,0.4,0,-0.0034288,-0.00029407,0,0.036742
0,0.05,1.15,0.4,0,-0.003377,-0.00043996,0,0.039621
0,0.05,1.2,0.4,0,-0.0033047,-0.00058367,0,0.042446
0,0.05,1.25,0.4,0,-0.0032121,-0.00072446,0,0.045201
0,0.05,1.3,0.4,0,-0.0030998,-0.00086152,0,0.047867
0,0.05,1.35,0.4,0,-0.002968,-0.00099407,0,0.050429
0,0.05,1.4,0.4,0,-0.0028176,-0.0011213,0,0.052869
0,0.05,1.45,0.4,0,-0.0026491,-0.0012423,0,0.055172
0,0.05,1.5,0.4,0,-0.0024635,-0.0013563,0,0.057322
0,0.05,1.55,0.4,0,-0.0022617,-0.0014624,0,0.059306
0,0.05,1.6,0.4,0,-0.0020448,-0.0015599,0,0.061109
0,0.05,1.65,0.4,0,-0.0018142,-0.0016477,0,0.06272
0,0.05,1.7,0.4,0,-0.0015711,-0.0017253,0,0.064127
0,0.05,1.75,0.4,0,-0.0013173,-0.0017919,0,0.06532
0,0.05,1.8,0.4,0,-0.0010542,-0.0018468,0,0.06629
0,0.05,1.85,0.4,0,-0.00078363,-0.001889,0,0.067031
0,0.05,1.9,0.4,0,-0.00050693,-0.0019075,0,0.067537
0,0.05,1.95,0.4,0,-0.00024022,-0.0017531,0,0.067795
0,0.05,2,0.4,0,0,0,0,0.06786
0,0.05,0,0.45,0,0,0,0,-0.0076955
0,0.05,0.05,0.45,0,-0.00025179,0.0020107,0,-0.007628
0,0.05,0.1,0.45,0,-0.00053133,0.0021876,0,-0.0073588
0,0.05,0.15,0.45,0,-0.00082127,0.0021662,0,-0.0068309
0,0.05,0.2,0.45,0,-0.0011047,0.0021177,0,-0.0060574
0,0.05,0.25,0.45,0,-0.0013801,0.0020545,0,-0.0050446
0,0.05,0.3,0.45,0,-0.0016458,0.001978,0,-0.0037997
0,0.05,0.35,0.45,0,-0.0019,0.0018888,0,-0.0023317
0,0.05,0.4,0.45,0,-0.002141,0.0017879,0,-0.0006509
0,0.05,0.45,0.45,0,-0.0023675,0.0016761,0,0.001231
0,0.05,0.5,0.45,0,-0.0025782,0.0015544,0,0.0033009
0,0.05,0.55,0.45,0,-0.0027718,0.0014237,0,0.005545
0,0.05,0.6,0.45,0,-0.0029475,0.0012851,0,0.0079483
0,0.05,0.65,0.45,0,-0.0031043,0.0011395,0,0.010495
0,0.05,0.7,0.45,0,-0.0032415,0.00098783,0,0.013169
0,0.05,0.75,0.45,0,-0.0033586,0.00083108,0,0.015952
0,0.05,0.8,0.45,0,-0.0034551,0.00067013,0,0.018828
0,0.05,0.85,0.45,0,-0.0035305,0.00050586,0,0.021778
0,0.05,0.9,0.45,0,-0.0035847,0.00033912,0,0.024785
0,0.05,0.95,0.45,0,-0.0036174,0.00017073,0,0.02783
0,0.05,1,0.45,0,-0.0036285,1.5004e-06,0,0.030894
0,0.05,1.05,0.45,0,-0.0036179,-0.00016776,0,0.033958
0,0.05,1.1,0.45,0,-0.0035857,-0.00033626,0,0.037005
0,0.05,1.15,0.45,0,-0.003532,-0.00050317,0,0.040015
0,0.05,1.2,0.45,0,-0.003457,-0.00066768,0,0.04297
0,0.05,1.25,0.45,0,-0.003361,-0.00082892,0,0.045852
