# x, y
1.000000000000000000e+00 1.000000000000000000e+00 1.222838697705411204e-13
5.000000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
5.000000000000000000e-01 1.000000000000000000e+00 6.114193488527056020e-14
1.000000000000000000e+00 5.000000000000000000e-01 6.114193488527056020e-14
0.000000000000000000e+00 5.000000000000000000e-01 0.000000000000000000e+00
2.500000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
7.500000000000000000e-01 1.000000000000000000e+00 -8.340049028991713964e-15
1.000000000000000000e+00 2.500000000000000000e-01 -3.057096744263528010e-14
0.000000000000000000e+00 7.500000000000000000e-01 -0.000000000000000000e+00
7.500000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
2.500000000000000000e-01 1.000000000000000000e+00 -3.057096744263528010e-14
1.000000000000000000e+00 7.500000000000000000e-01 -8.340049028991713964e-15
0.000000000000000000e+00 2.500000000000000000e-01 -0.000000000000000000e+00
1.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.750000000000000000e-01 1.000000000000000000e+00 -3.496911062939034309e-07
1.000000000000000000e+00 1.250000000000000000e-01 3.496911062939034309e-07
0.000000000000000000e+00 8.750000000000000000e-01 -0.000000000000000000e+00
6.250000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.750000000000000000e-01 1.000000000000000000e+00 -3.496911062939034309e-07
1.000000000000000000e+00 6.250000000000000000e-01 3.496911062939034309e-07
0.000000000000000000e+00 3.750000000000000000e-01 -0.000000000000000000e+00
3.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
6.250000000000000000e-01 1.000000000000000000e+00 3.496911062939034309e-07
1.000000000000000000e+00 3.750000000000000000e-01 -3.496911062939034309e-07
0.000000000000000000e+00 6.250000000000000000e-01 0.000000000000000000e+00
8.750000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
1.250000000000000000e-01 1.000000000000000000e+00 3.496911062939034309e-07
1.000000000000000000e+00 8.750000000000000000e-01 -3.496911062939034309e-07
0.000000000000000000e+00 1.250000000000000000e-01 0.000000000000000000e+00
6.250000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.375000000000000000e-01 1.000000000000000000e+00 -2.472689573096431559e-07
1.000000000000000000e+00 6.250000000000000000e-02 2.472689573096431559e-07
0.000000000000000000e+00 9.375000000000000000e-01 -0.000000000000000000e+00
5.625000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.375000000000000000e-01 1.000000000000000000e+00 -2.472688720445148647e-07
1.000000000000000000e+00 5.625000000000000000e-01 2.472689573096431559e-07
0.000000000000000000e+00 4.375000000000000000e-01 -0.000000000000000000e+00
3.125000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
6.875000000000000000e-01 1.000000000000000000e+00 2.472688152010960039e-07
1.000000000000000000e+00 3.125000000000000000e-01 -2.472689857313525863e-07
0.000000000000000000e+00 6.875000000000000000e-01 0.000000000000000000e+00
8.125000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
1.875000000000000000e-01 1.000000000000000000e+00 2.472689573096431559e-07
1.000000000000000000e+00 8.125000000000000000e-01 -2.472690425747714471e-07
0.000000000000000000e+00 1.875000000000000000e-01 0.000000000000000000e+00
1.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.125000000000000000e-01 1.000000000000000000e+00 -2.472690425747714471e-07
1.000000000000000000e+00 1.875000000000000000e-01 2.472689573096431559e-07
0.000000000000000000e+00 8.125000000000000000e-01 -0.000000000000000000e+00
6.875000000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
3.125000000000000000e-01 1.000000000000000000e+00 -2.472689857313525863e-07
1.000000000000000000e+00 6.875000000000000000e-01 2.472688152010960039e-07
0.000000000000000000e+00 3.125000000000000000e-01 -0.000000000000000000e+00
4.375000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
5.625000000000000000e-01 1.000000000000000000e+00 2.472689573096431559e-07
1.000000000000000000e+00 4.375000000000000000e-01 -2.472688720445148647e-07
0.000000000000000000e+00 5.625000000000000000e-01 0.000000000000000000e+00
9.375000000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
6.250000000000000000e-02 1.000000000000000000e+00 2.472689573096431559e-07
1.000000000000000000e+00 9.375000000000000000e-01 -2.472689573096431559e-07
0.000000000000000000e+00 6.250000000000000000e-02 0.000000000000000000e+00
3.125000000000000000e-02 0.000000000000000000e+00 0.000000000000000000e+00
9.687500000000000000e-01 1.000000000000000000e+00 -1.338209330015160958e-07
1.000000000000000000e+00 3.125000000000000000e-02 1.338210040557896718e-07
0.000000000000000000e+00 9.687500000000000000e-01 -0.000000000000000000e+00
5.312500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
4.687500000000000000e-01 1.000000000000000000e+00 -1.338209898449349566e-07
1.000000000000000000e+00 5.312500000000000000e-01 1.338211035317726783e-07
0.000000000000000000e+00 4.687500000000000000e-01 -0.000000000000000000e+00
2.812500000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
7.187500000000000000e-01 1.000000000000000000e+00 1.338210324774991022e-07
1.000000000000000000e+00 2.812500000000000000e-01 -1.338210040557896718e-07
0.000000000000000000e+00 7.187500000000000000e-01 0.000000000000000000e+00
7.812500000000000000e-01 0.000000000000000000e+00 -0.000000000000000000e+00
2.187500000000000000e-01 1.000000000000000000e+00 1.338209330015160958e-07
1.000000000000000000e+00 7.812500000000000000e-01 -1.338210466883538174e-07
0.000000000000000000e+00 2.187500000000000000e-01 0.000000000000000000e+00
1.562500000000000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
8.437500000000000000e-01 1.000000000000000000e+00 -3.230725269531831145e-07
1.000000000000000000e+00 1.562500000000000000e-01 3.230724416880548233e-07
5.000000000000000000e-01 2.493765670806169510e-03 5.478340447950813541e-09
2.500000000000000000e-01 4.987531341612339020e-03 -5.475651043695961562e-09
7.500000000000000000e-01 7.481296546757221222e-03 -2.238880192351189180e-09
1.250000000000000000e-01 9.975062683224678040e-03 1.250223368406295776e-01
6.250000000000000000e-01 1.246882788836956024e-02 1.560475528240203857e-01
3.750000000000000000e-01 1.496259309351444244e-02 -1.869195550680160522e-01
8.750000000000000000e-01 1.745635829865932465e-02 -2.176080048084259033e-01
6.250000000000000000e-02 1.995012536644935608e-02 1.754210293292999268e-01
5.625000000000000000e-01 2.244389057159423828e-02 1.967976689338684082e-01
3.125000000000000000e-01 2.493765577673912048e-02 -2.179811149835586548e-01
8.125000000000000000e-01 2.743142098188400269e-02 -2.389505356550216675e-01
1.875000000000000000e-01 2.992518618702888489e-02 2.596851587295532227e-01
6.875000000000000000e-01 3.241895139217376709e-02 2.801647186279296875e-01
4.375000000000000000e-01 3.491271659731864929e-02 -3.003693819046020508e-01
9.375000000000000000e-01 3.740648552775382996e-02 -3.202791512012481689e-01
3.125000000000000000e-02 3.990025073289871216e-02 1.839386671781539917e-01
5.312500000000000000e-01 4.239401593804359436e-02 1.943630278110504150e-01
