# step, loss_train, loss_test, metrics_test
1.700000000000000000e+04 3.377164459228515625e+01 3.429740071296691895e-01 3.756492431640625000e+03 3.429740071296691895e-01 1.176920890808105469e+00
1.800000000000000000e+04 3.714260101318359375e+00 1.774762570858001709e-01 3.563266845703125000e+03 1.774761080741882324e-01 1.153095602989196777e+00
1.900000000000000000e+04 1.356770896911621094e+01 2.170713543891906738e-01 3.413977294921875000e+03 2.170715034008026123e-01 1.133398056030273438e+00
2.000000000000000000e+04 1.800457119941711426e+00 1.360247284173965454e-01 3.285424072265625000e+03 1.360248029232025146e-01 1.112576842308044434e+00
2.100000000000000000e+04 1.360137701034545898e+00 1.277458667755126953e-01 3.182025634765625000e+03 1.277458518743515015e-01 1.097346186637878418e+00
2.200000000000000000e+04 3.976525366306304932e-01 1.116516888141632080e-01 3.066902343750000000e+03 1.116517335176467896e-01 1.079157710075378418e+00
2.300000000000000000e+04 7.073614597320556641e+00 1.246209591627120972e-01 2.987445556640625000e+03 1.246210038661956787e-01 1.065384387969970703e+00
2.400000000000000000e+04 5.369275808334350586e-01 1.012132763862609863e-01 2.880178222656250000e+03 1.012130305171012878e-01 1.047734975814819336e+00
2.500000000000000000e+04 6.771721243858337402e-01 9.297996759414672852e-02 2.800437744140625000e+03 9.297998249530792236e-02 1.033047080039978027e+00
2.600000000000000000e+04 2.002683132886886597e-01 9.571810066699981689e-02 2.703382324218750000e+03 9.571798145771026611e-02 1.019396543502807617e+00
2.700000000000000000e+04 8.518168926239013672e-01 8.861487358808517456e-02 2.635755615234375000e+03 8.861479908227920532e-02 1.005746722221374512e+00
2.800000000000000000e+04 4.516505300998687744e-01 8.258418738842010498e-02 2.580539794921875000e+03 8.258400857448577881e-02 9.929189682006835938e-01
2.900000000000000000e+04 1.126554794609546661e-02 8.091244846582412720e-02 2.509320800781250000e+03 8.091235905885696411e-02 9.793033003807067871e-01
3.000000000000000000e+04 3.932584524154663086e-01 7.871268689632415771e-02 2.447898925781250000e+03 7.871276885271072388e-02 9.673933386802673340e-01
3.100000000000000000e+04 1.171407413482666016e+01 1.052780896425247192e-01 2.449704345703125000e+03 1.052779853343963623e-01 9.583559036254882812e-01
3.200000000000000000e+04 4.119701683521270752e-02 7.287451624870300293e-02 2.357090576171875000e+03 7.287453114986419678e-02 9.453440904617309570e-01
3.300000000000000000e+04 3.266222715377807617e+00 7.377602159976959229e-02 2.315646484375000000e+03 7.377605885267257690e-02 9.351407885551452637e-01
3.400000000000000000e+04 1.470619082450866699e+00 6.577800959348678589e-02 2.284541259765625000e+03 6.577792018651962280e-02 9.251176714897155762e-01
3.500000000000000000e+04 2.370554208755493164e+00 6.683135032653808594e-02 2.255876220703125000e+03 6.683130562305450439e-02 9.165043830871582031e-01
3.600000000000000000e+04 4.363023757934570312e+00 7.877405732870101929e-02 2.222897460937500000e+03 7.877410203218460083e-02 9.089956283569335938e-01
3.700000000000000000e+04 2.205136537551879883e+00 6.213751062750816345e-02 2.208378173828125000e+03 6.213748082518577576e-02 8.992958664894104004e-01
3.800000000000000000e+04 2.031980514526367188e+00 5.806335061788558960e-02 2.178429687500000000e+03 5.806316435337066650e-02 8.927093148231506348e-01
3.900000000000000000e+04 1.029299736022949219e+00 5.371856316924095154e-02 2.139200439453125000e+03 5.371857061982154846e-02 8.823012113571166992e-01
4.000000000000000000e+04 6.202146410942077637e-01 5.266276374459266663e-02 2.115988037109375000e+03 5.266278237104415894e-02 8.764884471893310547e-01
4.100000000000000000e+04 1.302072167396545410e+00 4.891396313905715942e-02 2.099375488281250000e+03 4.891398549079895020e-02 8.681764006614685059e-01
4.200000000000000000e+04 1.007874369621276855e+00 5.196245014667510986e-02 2.075773193359375000e+03 5.196252465248107910e-02 8.643451333045959473e-01
4.300000000000000000e+04 1.817414522171020508e+00 4.908217117190361023e-02 2.059170654296875000e+03 4.908215627074241638e-02 8.566920757293701172e-01
4.400000000000000000e+04 4.230829238891601562e+00 4.924404621124267578e-02 2.039864257812500000e+03 4.924411699175834656e-02 8.502880930900573730e-01
4.500000000000000000e+04 1.276976227760314941e+00 4.606166854500770569e-02 2.027645019531250000e+03 4.606177657842636108e-02 8.452949523925781250e-01
4.600000000000000000e+04 1.613496899604797363e+00 4.136551171541213989e-02 2.000179443359375000e+03 4.136570915579795837e-02 8.383006453514099121e-01
4.700000000000000000e+04 5.247736573219299316e-01 4.049380868673324585e-02 1.981244262695312500e+03 4.049379378557205200e-02 8.333414793014526367e-01
4.800000000000000000e+04 8.855728507041931152e-01 3.741213306784629822e-02 1.967023681640625000e+03 3.741193190217018127e-02 8.270773291587829590e-01
4.900000000000000000e+04 4.571469128131866455e-01 3.524523228406906128e-02 1.962283081054687500e+03 3.524524345993995667e-02 8.229390382766723633e-01
5.000000000000000000e+04 3.146957606077194214e-02 3.299629688262939453e-02 1.951208251953125000e+03 3.299624472856521606e-02 8.169852495193481445e-01
5.100000000000000000e+04 1.108198523521423340e+00 3.393943235278129578e-02 1.926065429687500000e+03 3.393934667110443115e-02 8.122852444648742676e-01
5.200000000000000000e+04 6.209479570388793945e-01 2.972114831209182739e-02 1.916064331054687500e+03 2.972109988331794739e-02 8.068997859954833984e-01
5.300000000000000000e+04 7.966253280639648438e+00 4.568036645650863647e-02 1.905894531250000000e+03 4.568044096231460571e-02 8.029454350471496582e-01
5.400000000000000000e+04 2.795841693878173828e+00 3.097245655953884125e-02 1.886797363281250000e+03 3.097244165837764740e-02 7.968255877494812012e-01
5.500000000000000000e+04 1.388747692108154297e+00 2.812344208359718323e-02 1.863401855468750000e+03 2.812345884740352631e-02 7.914221882820129395e-01
5.600000000000000000e+04 2.228723764419555664e+00 2.658665738999843597e-02 1.841724121093750000e+03 2.658674120903015137e-02 7.861742973327636719e-01
5.700000000000000000e+04 1.501739144325256348e+00 2.429660409688949585e-02 1.837858154296875000e+03 2.429653890430927277e-02 7.815776467323303223e-01
5.800000000000000000e+04 5.925587415695190430e-01 2.240151725709438324e-02 1.825045043945312500e+03 2.240153960883617401e-02 7.766458392143249512e-01
5.900000000000000000e+04 7.165198326110839844e-01 2.145065926015377045e-02 1.823756713867187500e+03 2.145068533718585968e-02 7.718380689620971680e-01
6.000000000000000000e+04 1.794075608253479004e+00 2.350092865526676178e-02 1.806241699218750000e+03 2.350091934204101562e-02 7.687128186225891113e-01
6.100000000000000000e+04 9.650273919105529785e-01 2.028426341712474823e-02 1.782929809570312500e+03 2.028428949415683746e-02 7.612279653549194336e-01
6.200000000000000000e+04 2.152717113494873047e+00 2.189307473599910736e-02 1.767991577148437500e+03 2.189304865896701813e-02 7.562478780746459961e-01
6.300000000000000000e+04 1.053775697946548462e-01 1.812764070928096771e-02 1.755461059570312500e+03 1.812770031392574310e-02 7.542338371276855469e-01
6.400000000000000000e+04 2.173869848251342773e+00 2.106608077883720398e-02 1.748198364257812500e+03 2.106604166328907013e-02 7.498590946197509766e-01
6.500000000000000000e+04 4.478781223297119141e+00 3.528712689876556396e-02 1.731489501953125000e+03 3.528713807463645935e-02 7.466253638267517090e-01
6.600000000000000000e+04 1.077773213386535645e+00 1.673537306487560272e-02 1.723320922851562500e+03 1.673541963100433350e-02 7.401842474937438965e-01
6.700000000000000000e+04 1.359002351760864258e+00 1.858577504754066467e-02 1.710691406250000000e+03 1.858588866889476776e-02 7.369804382324218750e-01
6.800000000000000000e+04 1.404463201761245728e-01 1.542731001973152161e-02 1.686337768554687500e+03 1.542733702808618546e-02 7.320476174354553223e-01
6.900000000000000000e+04 6.475671380758285522e-02 1.390783861279487610e-02 1.683765136718750000e+03 1.390781719237565994e-02 7.274623513221740723e-01
7.000000000000000000e+04 9.760417342185974121e-01 1.558127067983150482e-02 1.670248535156250000e+03 1.558127533644437790e-02 7.241861820220947266e-01
7.100000000000000000e+04 1.177817344665527344e+00 1.333074457943439484e-02 1.649642944335937500e+03 1.333078648895025253e-02 7.185217738151550293e-01
7.200000000000000000e+04 8.035501241683959961e-01 1.601892709732055664e-02 1.646608886718750000e+03 1.601896807551383972e-02 7.163059711456298828e-01
7.300000000000000000e+04 1.833325743675231934e+00 1.284998562186956406e-02 1.623832519531250000e+03 1.284992136061191559e-02 7.119464874267578125e-01
7.400000000000000000e+04 7.900636196136474609e-01 1.305039040744304657e-02 1.623016113281250000e+03 1.305035874247550964e-02 7.082212567329406738e-01
7.500000000000000000e+04 1.461358428001403809e+00 1.391993556171655655e-02 1.610357788085937500e+03 1.391991134732961655e-02 7.037345767021179199e-01
7.600000000000000000e+04 6.500445306301116943e-02 1.173914317041635513e-02 1.601089111328125000e+03 1.173915807157754898e-02 7.015215754508972168e-01
7.700000000000000000e+04 7.743721604347229004e-01 1.303252764046192169e-02 1.600375122070312500e+03 1.303251925855875015e-02 6.975127458572387695e-01
7.800000000000000000e+04 8.958169817924499512e-01 1.292155217379331589e-02 1.585837646484375000e+03 1.292152330279350281e-02 6.932089924812316895e-01
7.900000000000000000e+04 4.253418147563934326e-01 1.168063655495643616e-02 1.583831542968750000e+03 1.168066170066595078e-02 6.920810937881469727e-01
8.000000000000000000e+04 7.622926831245422363e-01 1.110920775681734085e-02 1.565800292968750000e+03 1.110925991088151932e-02 6.874874830245971680e-01
8.100000000000000000e+04 1.126070857048034668e+00 1.046909950673580170e-02 1.555334716796875000e+03 1.046914234757423401e-02 6.839309930801391602e-01
8.200000000000000000e+04 2.972221672534942627e-01 9.691802784800529480e-03 1.556677734375000000e+03 9.691818617284297943e-03 6.816415190696716309e-01
8.300000000000000000e+04 1.483846068382263184e+00 1.133672147989273071e-02 1.550823608398437500e+03 1.133675500750541687e-02 6.780150532722473145e-01
8.400000000000000000e+04 1.202802300453186035e+00 1.169385854154825211e-02 1.546636108398437500e+03 1.169388089329004288e-02 6.768169403076171875e-01
8.500000000000000000e+04 1.204248189926147461e+00 1.075270958244800568e-02 1.522255615234375000e+03 1.075274590402841568e-02 6.690427660942077637e-01
8.600000000000000000e+04 2.209140539169311523e+00 9.827242232859134674e-03 1.520071411132812500e+03 9.827192872762680054e-03 6.685721874237060547e-01
8.700000000000000000e+04 6.244364738464355469e+00 2.456576563417911530e-02 1.519915039062500000e+03 2.456586435437202454e-02 6.664639115333557129e-01
8.800000000000000000e+04 2.152575850486755371e-01 8.530138060450553894e-03 1.511291137695312500e+03 8.530114777386188507e-03 6.637587547302246094e-01
8.900000000000000000e+04 4.664010703563690186e-01 9.288712404668331146e-03 1.499824218750000000e+03 9.288673289120197296e-03 6.614612340927124023e-01
9.000000000000000000e+04 5.825818777084350586e-01 8.542026393115520477e-03 1.487425170898437500e+03 8.542024530470371246e-03 6.568433046340942383e-01
9.100000000000000000e+04 1.188138604164123535e+00 9.549343027174472809e-03 1.497066894531250000e+03 9.549367241561412811e-03 6.546779274940490723e-01
9.200000000000000000e+04 3.250429868698120117e+00 1.300563849508762360e-02 1.503867309570312500e+03 1.300568971782922745e-02 6.555108428001403809e-01
9.300000000000000000e+04 6.575850248336791992e-01 8.361242711544036865e-03 1.478417968750000000e+03 8.361221291124820709e-03 6.489228010177612305e-01
9.400000000000000000e+04 4.109360575675964355e-01 7.502716500312089920e-03 1.475590209960937500e+03 7.502667140215635300e-03 6.471869945526123047e-01
9.500000000000000000e+04 4.561730325222015381e-01 7.459302898496389389e-03 1.467738281250000000e+03 7.459255866706371307e-03 6.441408991813659668e-01
9.600000000000000000e+04 4.901271462440490723e-01 8.567060343921184540e-03 1.471083740234375000e+03 8.567050099372863770e-03 6.425687074661254883e-01
9.700000000000000000e+04 8.017703294754028320e-01 7.202618289738893509e-03 1.461092529296875000e+03 7.202644366770982742e-03 6.391011476516723633e-01
9.800000000000000000e+04 4.625482082366943359e+00 1.813148893415927887e-02 1.460618652343750000e+03 1.813144423067569733e-02 6.375597119331359863e-01
9.900000000000000000e+04 1.131369590759277344e+00 9.404258802533149719e-03 1.453161987304687500e+03 9.404196403920650482e-03 6.341122984886169434e-01
1.000000000000000000e+05 2.124604463577270508e+00 9.396296925842761993e-03 1.445904418945312500e+03 9.396272711455821991e-03 6.327214837074279785e-01
