% Model,Untitled.mph
% Version,COMSOL 5.6.0.401
% Date,"Mar 21 2023, 01:53"
% Dimension,2
% Nodes,1923
% Expressions,3
% Description,"压力, 速度场，x 分量, 速度场，y 分量"
% Length unit,m
% x,y,p (Pa),u (m/s),v (m/s)
0.516715077197797,0.01776405230965086,0.9846074988642737,0.14234848833909589,0.0027855432198633638
0.2124122351937785,0.20269262390406992,1.0660121256234267,1.1101049257333884,0.1392881252869866
0.2148574373714776,0.28967852847991515,1.0439761430417571,1.0562266519086767,0.0940781947883339
0.21454376841483372,0.3597030023336258,1.0262357643989704,1.0395118891156165,0.06985865189161385
0.21507653818562725,0.42989635882145705,1.010271663122859,1.032901882192909,0.04975754880644611
0.21531781940258368,0.4981867114598507,0.9977483989634576,1.0321352033747522,0.031304358107078274
0.21522280752667633,0.56516304142095,0.9888229728428861,1.035622974234297,0.01231728612779519
0.21528324043977481,0.7799959809163176,0.9793658204900461,1.1084369144199897,-0.08311049839213414
0.21393636216574335,0.6967821024537839,0.9810346485219572,1.058701100002741,-0.03515623216838199
0.21503525565078818,0.6312308852745058,0.9832474588471688,1.0438546941180584,-0.009100411105042587
0.2798702102776965,0.7851939935135324,0.938642483399252,1.1540786998240418,-0.0833011080978367
0.29211289726240286,0.8470341005861244,0.91834808183416,1.191720493052144,-0.10039198563002218
0.32887723041064687,0.8586157817177749,0.8889707005706253,1.1697374193850574,-0.08318608914704483
0.45054417480600695,0.9687854812723703,0.8024518256259064,0.36325871314843927,-0.0024907510637425657
0.45348837209302273,0.9822699484826175,0.8006999434139711,0.2112757634910032,-7.929111292782436E-4
0.36729791767412545,0.9271646174134155,0.8492383631386561,0.8085225744835863,-0.030705347914971873
0.350628824592601,0.8910247565602115,0.8680277914266584,1.060282450169108,-0.05870942787868177
0.42349139356069165,0.9516378657334911,0.816109779118026,0.5508418709931845,-0.009495933533889158
0.4030997636900063,0.9288505139583624,0.8292498636440289,0.7739534852653346,-0.02513548139343975
0.2694337649191038,0.17280044224634752,1.0423825004140468,1.151843375805904,0.1574557067273212
0.3109916915469849,0.14068870049720528,1.0276976242085336,1.1176043396390432,0.14131375046559025
0.3504008493608735,0.11638701588009381,1.012615827602529,1.007264347773334,0.10789819640838545
0.387657859991047,0.09845945167679877,1.0053248002949282,0.8723983474432027,0.07919941856925262
0.4236597937574413,0.07777108387245468,0.9988494559915145,0.6958257663259558,0.05100776914777815
0.4787106826625842,0.04641801764585467,0.9915902890717162,0.3956360250959468,0.017080093036361602
0.4609691895293742,0.06626110981176725,0.9957031254371593,0.5685371754546099,0.03533923735609959
0.5198090717291783,0.031018448758186913,0.9866006111475419,0.2460305769370462,0.008044361068235549
0.5510266844019246,0.017738795426583277,0.9849025301942579,0.13225074002782314,0.002603572142482728
0.5110879516356712,0.047950853365703226,0.988747137712945,0.3837505317139684,0.018357246607928496
0.5852906387897001,0.017687382775428383,0.986536833330588,0.12257599375372559,0.0023491552489009215
0.5535808418374016,0.031210023142950377,0.9875705282870483,0.23175124522603832,0.0075251672779270634
0.26842008921244565,0.25348973070244546,1.0333501149845186,1.1035813965565293,0.12596459642548116
0.2794320698430528,0.3196954479059609,1.0152349326477683,1.0703465213629377,0.09959715672257043
0.269722973009465,0.3944700919984855,1.0022437975603016,1.0517045249014159,0.07211963721803184
0.26949446164006413,0.4650856917028204,0.9881858746839284,1.0474829852457221,0.05058628252450018
0.2692686374277542,0.532618141865823,0.976650976983486,1.049680877885457,0.029674173984743323
0.26916186461912456,0.5983951324813259,0.967385615073871,1.0574417804040717,0.00744898816242576
0.26827930095692726,0.7222568427517424,0.9545751080593438,1.1005805664999813,-0.04688145713388788
0.26871268392769054,0.6628510150401642,0.9600379752620211,1.0721732855202786,-0.01752511604808551
0.3078140921600555,0.7456850658973325,0.9315965785814682,1.1401281342620582,-0.056887766513965585
0.3265368743863096,0.8042375132845128,0.9042663877753325,1.1876605712686195,-0.08214615389729281
0.3658209643012673,0.84250641527971,0.8699667664989307,1.1880490856868737,-0.07607841170204559
0.48512326329052724,0.9693465848833678,0.7878002577493516,0.353402311803341,-4.769060001603318E-4
0.4883720930232552,0.9822371904742733,0.785597733619243,0.21026720152990155,4.617070093325261E-5
0.4607756231218798,0.9497248372898269,0.8006338693873339,0.5593585494988363,-0.00571898131140009
0.3980388956914997,0.8915043482725334,0.8405754406368874,1.0330083591730004,-0.04445961698794442
0.4396153539277806,0.9216419157427558,0.8164475137917437,0.8219956315395927,-0.01743701168738582
0.5195526115312983,0.9688051010324332,0.77025258718329,0.3571853246230357,-0.0012591049658365163
0.5232558139534876,0.9822317696175645,0.767928224845683,0.20955768574315528,-3.784776231600344E-4
0.3145038164617831,0.20078210956690956,1.0242186034366794,1.1530180497475448,0.15122835278734179
0.34426409196988456,0.1610380814440895,1.0166187728632763,1.1272839554869687,0.14513816670969015
0.3789175329009676,0.1449328529610752,1.0095619898944956,1.079660311223962,0.12821706526577958
0.4171154232123861,0.11993598826851767,0.9997829871202751,0.9524952562500918,0.0975465383858477
0.4559437141771987,0.10042159692161244,0.9975760723639374,0.8110877162093973,0.07180750173677743
0.4930437482346552,0.07759644554645255,0.9928339792580746,0.6219482336843959,0.043780580104656026
0.547612908890657,0.0461479578115098,0.9895285319742811,0.3460848012763768,0.01599103292626197
0.5289898842078385,0.06623716799744199,0.9916187864903108,0.5071943602501657,0.03212802778717986
0.5952201499048072,0.031850749740095885,0.9890099732086391,0.2172631325513298,0.007559851459947795
0.6194949483665727,0.017630047734631275,0.9884433433924468,0.11348443410439497,0.002453635263971052
0.5802320790911477,0.048013488374255536,0.9901297231153362,0.33789042516599405,0.01644117672303799
0.6246928452492487,0.03261734062603095,0.9912097998439467,0.20858510728605137,0.007694378237129574
0.6536248593835438,0.01758067390763078,0.991266934868263,0.10414577653328982,0.002349054849572683
0.3239253565648674,0.26904330098813933,1.0113955787721707,1.1168218779454937,0.1307347886798598
0.3421175409038168,0.31703809588659393,0.9961749274597086,1.0960929020498882,0.1162400603264802
0.3282599157703185,0.36870463542933174,0.9899818859550696,1.0753784843361958,0.09395486168630264
0.3246436703637915,0.43375862994923436,0.9773065066044078,1.0656825571368478,0.07172619173793153
0.3229369286908993,0.5015889642034579,0.9643640077459202,1.065161925562555,0.04934213414556666
0.3234750409278468,0.5672895547463173,0.9522760784803576,1.0720528737453583,0.026702151427249337
0.32214816699144944,0.6314219495299008,0.9419726811404477,1.0846935433157834,0.0019843925788976813
0.32371440763421483,0.6970079992372581,0.9312335674692116,1.1139011836329142,-0.028414879780836125
0.3449747973560579,0.742354959381241,0.9108280517100678,1.157203599572172,-0.04688848068215295
0.4110036542973444,0.8261457643824418,0.8503935701470956,1.2060338690778323,-0.058648667924615365
0.38214180674716486,0.7689514864742166,0.8842131855843496,1.195887822356351,-0.053351285826698215
0.6570748097204357,0.030433113015897125,0.993604790911148,0.18037991227361547,0.006855399234818875
0.6876638841464693,0.0175336893998389,0.99479718016466,0.0949705430061328,0.0025394150076598447
0.6908560283886686,0.0307372547864327,0.9977058737137737,0.16718878724922948,0.007443177751043054
0.7215956267329154,0.017462898735397435,0.9993618362567729,0.0849135860171496,0.0025642276128116045
0.9670167537225562,0.03373464853794485,1.0578537260845968,0.01111551106170681,0.008808765375637463
0.954036125996367,0.015397030996872816,1.0513148942156612,0.005309766801231609,0.0028518711453912235
0.9853513086749828,0.015494425276225054,1.0585848055673353,-9.643273851568649E-4,-6.618798006072856E-4
0.9877687715256614,0.04803453872095364,1.0692256073251973,0.007067641386960877,0.0073834764662042696
0.49223245520387543,0.9545181207265606,0.7861254442774267,0.5080086062999004,-8.183176472461587E-4
0.4756176532639883,0.9314963264209619,0.7981514301526755,0.7241281069882812,-0.009163289824408437
0.4448501910063255,0.8689083455606639,0.8196873010407549,1.1000279576436387,-0.046103247870409675
0.4513937059531793,0.8189622000833326,0.8322352899304798,1.213165006044392,-0.04396287734285409
0.47882975607528544,0.8950308990358147,0.7956527055157631,0.9676244010965956,-0.02428844427733814
0.5552409968535496,0.9691634697086585,0.7504068522359177,0.34926438943617205,-0.0013172813857078582
0.5581395348837201,0.982265761144887,0.7486900730826195,0.20714890207701037,-5.411402422030979E-4
0.5307285469370928,0.9530898852295451,0.7640241496741891,0.5138210179596608,-0.004842088926416874
0.5930232558139525,0.9823444536856258,0.7298781636701609,0.2048416498147511,-2.8307885508119555E-4
0.5906735180952505,0.9691706110171783,0.7312264327200552,0.34721920791332556,-7.914287111950527E-4
0.36998790455741215,0.20763240152323034,1.0061620789462433,1.1600577703817956,0.15220774229189912
0.409314597357214,0.16928743860383688,1.0002432989044523,1.106079561094873,0.13869146763334148
0.44686756015127915,0.15132495982559474,0.9973977147183327,1.0457197076719777,0.12256165219973492
0.49034945749405234,0.11604994812254518,0.9935704990110893,0.8597339817444231,0.0851305190192597
0.5252553579358671,0.09983642496024311,0.9938408131340483,0.7340467366363982,0.06517182587082253
0.561908069759406,0.07468057832352118,0.9931256869538052,0.538770081704364,0.03806694880562355
0.612575412902251,0.05029812960739469,0.9922182654953761,0.3322459010097419,0.018192671263393186
0.5968430395474443,0.06734065609344585,0.9937850759200677,0.45743919731604504,0.03185880609565124
0.6482450436698712,0.047153307574932427,0.9949970481719329,0.28736578920938066,0.016047887404893022
0.3820620744458005,0.28287043263691053,0.9906095572358024,1.1283282624163578,0.13720120487852192
0.3832084567814021,0.3424088583177037,0.9784706734164709,1.1015424167862415,0.11623817665505078
0.379252977198198,0.4034312272525863,0.9663836840593168,1.0865364672888378,0.09428065999352382
0.36574801415257285,0.6597627070678117,0.9181714861135462,1.1152410339087386,-0.0036764882860107254
0.37687268145817127,0.46891441893983676,0.9525524195591801,1.0820601988011125,0.07181117596648369
